,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2
01-01-2021 00:00,4937.007989,3516.940569,0.860571934,2.118030468,0,,,
01-01-2021 01:00,4933.626944,3519.730118,0.861827394,2.121120392,0,,,
01-01-2021 02:00,4929.354809,3513.791587,0.860848737,2.118711732,0,,,
01-01-2021 03:00,4923.089117,3510.488929,0.859589559,2.115612658,0,,,
01-01-2021 04:00,4918.592701,3505.933133,0.858699879,2.113422987,0,,,
01-01-2021 05:00,4913.155361,3499.852898,0.858368566,2.112607562,0,,,
01-01-2021 06:00,4908.430425,3485.911286,0.857210535,2.109757429,0,,,
01-01-2021 07:00,4914.636914,3490.61778,0.8559586,2.10667618,0,,,
01-01-2021 08:00,4914.613952,3490.964253,0.85647918,2.107957425,0,,,
01-01-2021 09:00,4905.68743,3481.648824,0.855364469,2.105213911,0,,,
01-01-2021 10:00,4912.106621,3497.128817,0.857763187,2.111117609,0,,,
01-01-2021 11:00,4911.84273,3501.276472,0.858906782,2.113932213,0,,,
01-01-2021 12:00,4902.41064,3494.63312,0.857708657,2.110983402,0,,,
01-01-2021 13:00,4904.741767,3501.524865,0.858205398,2.112205974,0,,,
01-01-2021 14:00,4901.116962,3476.254512,0.853557759,2.100767256,0,,,
01-01-2021 15:00,4880.271094,3458.576474,0.853697766,2.101111838,0,,,
01-01-2021 16:00,4890.641322,3476.088776,0.854848408,2.103943788,0,,,
01-01-2021 17:00,4894.927894,3479.172545,0.856245461,2.107382199,0,,,
01-01-2021 18:00,4896.105167,3481.843241,0.856248594,2.107389909,0,,,
01-01-2021 19:00,4891.54979,3473.282893,0.854215016,2.102384889,0,,,
01-01-2021 20:00,4901.698623,3480.51874,0.854903835,2.104080203,0,,,
01-01-2021 21:00,4883.637719,3454.810808,0.852514266,2.098199021,0,,,
01-01-2021 22:00,4883.733357,3452.198922,0.850667642,2.093654129,0,,,
01-01-2021 23:00,4900.250197,3478.819159,0.855522594,2.105603086,0,,,
02-01-2021 00:00,4910.49279,3500.065571,0.857422219,2.110278424,0,,,
02-01-2021 01:00,4897.491156,3463.283362,0.852538774,2.09825934,0,,,
02-01-2021 02:00,4903.908339,3487.687696,0.855727219,2.106106706,0,,,
02-01-2021 03:00,4888.139382,3453.562034,0.851395151,2.095444669,0,,,
02-01-2021 04:00,4897.166752,3467.193448,0.853596908,2.100863607,0,,,
02-01-2021 05:00,4907.101551,3491.32243,0.858050549,2.111824863,0,,,
02-01-2021 06:00,4904.618259,3485.205346,0.856086532,2.106991043,0,,,
02-01-2021 07:00,4920.242867,3502.24172,0.857827733,2.111276469,0,,,
02-01-2021 08:00,4925.317867,3508.807347,0.860250565,2.117239517,0,,,
02-01-2021 09:00,4920.767694,3498.497497,0.858123671,2.112004828,0,,,
02-01-2021 10:00,4922.55636,3507.129624,0.860405016,2.117619652,0,,,
02-01-2021 11:00,4913.902543,3480.200359,0.856054279,2.106911664,0,,,
02-01-2021 12:00,4921.814417,3500.294984,0.8589174,2.113958346,0,,,
02-01-2021 13:00,4918.080941,3492.012634,0.858596587,2.113168766,0,,,
02-01-2021 14:00,4917.011168,3481.657483,0.856575079,2.108193451,0,,,
02-01-2021 15:00,4904.200963,3458.50639,0.855247682,2.104926476,0,,,
02-01-2021 16:00,4902.374591,3455.020303,0.854621304,2.10338484,0,,,
02-01-2021 17:00,4905.995449,3462.833204,0.855175851,2.104749686,0,,,
02-01-2021 18:00,4914.343468,3472.691457,0.856390882,2.107740108,0,,,
02-01-2021 19:00,4903.547433,3447.211868,0.85379304,2.101346325,0,,,
02-01-2021 20:00,4899.484421,3443.750199,0.853437679,2.100471715,0,,,
02-01-2021 21:00,4904.960592,3457.8943,0.856907188,2.109010834,0,,,
02-01-2021 22:00,4879.694249,3416.119057,0.851987718,2.096903088,0,,,
02-01-2021 23:00,4879.792438,3394.275506,0.848402113,2.088078234,0,,,
03-01-2021 00:00,4875.627708,3394.717695,0.850147513,2.092373994,0,,,
03-01-2021 01:00,4863.119953,3372.017514,0.846029492,2.082238766,0,,,
03-01-2021 02:00,4861.8875,3369.680293,0.847529661,2.085930964,0,,,
03-01-2021 03:00,4856.766299,3353.502586,0.845222126,2.080251683,0,,,
03-01-2021 04:00,4861.258369,3370.384918,0.848633353,2.08864736,0,,,
03-01-2021 05:00,4855.6367,3350.575107,0.84601968,2.082214615,0,,,
03-01-2021 06:00,4845.836849,3327.497596,0.843171998,2.075205931,0,,,
03-01-2021 07:00,4826.002554,3307.463038,0.841610171,2.071361978,0,,,
03-01-2021 08:00,4837.877806,3317.681604,0.842524996,2.073613536,0,,,
03-01-2021 09:00,4819.086764,3292.725627,0.840254743,2.068026014,0,,,
03-01-2021 10:00,4817.919058,3283.911839,0.838783315,2.064404551,0,,,
03-01-2021 11:00,4815.059945,3277.947128,0.839022147,2.064992361,0,,,
