Unnamed: 0,CMP_SPEED_1,POWER_1,FUEL_FLOW_1,CO2_1,CMP_SPEED_2,POWER_2,FUEL_FLOW_2,CO2_2,THERMAL_EFF,DATE_TIME
0,4937.007989,3516.940569,0.860571934,2.118030468,0.0,0.0,0.0,0.0,,01-01-2021 00:00
1,4933.626944,3519.730118,0.861827394,2.121120392,0.0,0.0,0.0,0.0,,01-01-2021 01:00
2,4929.354809,3513.791587,0.860848737,2.118711732,0.0,0.0,0.0,0.0,,01-01-2021 02:00
3,4923.089117,3510.488929,0.859589559,2.115612658,0.0,0.0,0.0,0.0,,01-01-2021 03:00
4,4918.592701,3505.933133,0.858699879,2.113422987,0.0,0.0,0.0,0.0,,01-01-2021 04:00
5,4913.155361,3499.852898,0.858368566,2.112607562,0.0,0.0,0.0,0.0,,01-01-2021 05:00
6,4908.430425,3485.911286,0.857210535,2.109757429,0.0,0.0,0.0,0.0,,01-01-2021 06:00
7,4914.636914,3490.61778,0.8559586,2.10667618,0.0,0.0,0.0,0.0,,01-01-2021 07:00
8,4914.613952,3490.964253,0.85647918,2.107957425,0.0,0.0,0.0,0.0,,01-01-2021 08:00
9,4905.68743,3481.648824,0.855364469,2.105213911,0.0,0.0,0.0,0.0,,01-01-2021 09:00
10,4912.106621,3497.128817,0.857763187,2.111117609,0.0,0.0,0.0,0.0,,01-01-2021 10:00
11,4911.84273,3501.276472,0.858906782,2.113932213,0.0,0.0,0.0,0.0,,01-01-2021 11:00
12,4902.41064,3494.63312,0.857708657,2.110983402,0.0,0.0,0.0,0.0,,01-01-2021 12:00
13,4904.741767,3501.524865,0.858205398,2.112205974,0.0,0.0,0.0,0.0,,01-01-2021 13:00
14,4901.116962,3476.254512,0.853557759,2.100767256,0.0,0.0,0.0,0.0,,01-01-2021 14:00
15,4880.271094,3458.576474,0.853697766,2.101111838,0.0,0.0,0.0,0.0,,01-01-2021 15:00
16,4890.641322,3476.088776,0.854848408,2.103943788,0.0,0.0,0.0,0.0,,01-01-2021 16:00
17,4894.927894,3479.172545,0.856245461,2.107382199,0.0,0.0,0.0,0.0,,01-01-2021 17:00
18,4896.105167,3481.843241,0.856248594,2.107389909,0.0,0.0,0.0,0.0,,01-01-2021 18:00
19,4891.54979,3473.282893,0.854215016,2.102384889,0.0,0.0,0.0,0.0,,01-01-2021 19:00
20,4901.698623,3480.51874,0.854903835,2.104080203,0.0,0.0,0.0,0.0,,01-01-2021 20:00
21,4883.637719,3454.810808,0.852514266,2.098199021,0.0,0.0,0.0,0.0,,01-01-2021 21:00
22,4883.733357,3452.198922,0.850667642,2.093654129,0.0,0.0,0.0,0.0,,01-01-2021 22:00
23,4900.250197,3478.819159,0.855522594,2.105603086,0.0,0.0,0.0,0.0,,01-01-2021 23:00
24,4910.49279,3500.065571,0.857422219,2.110278424,0.0,0.0,0.0,0.0,,02-01-2021 00:00
25,4897.491156,3463.283362,0.852538774,2.09825934,0.0,0.0,0.0,0.0,,02-01-2021 01:00
26,4903.908339,3487.687696,0.855727219,2.106106706,0.0,0.0,0.0,0.0,,02-01-2021 02:00
27,4888.139382,3453.562034,0.851395151,2.095444669,0.0,0.0,0.0,0.0,,02-01-2021 03:00
28,4897.166752,3467.193448,0.853596908,2.100863607,0.0,0.0,0.0,0.0,,02-01-2021 04:00
29,4907.101551,3491.32243,0.858050549,2.111824863,0.0,0.0,0.0,0.0,,02-01-2021 05:00
30,4904.618259,3485.205346,0.856086532,2.106991043,0.0,0.0,0.0,0.0,,02-01-2021 06:00
31,4920.242867,3502.24172,0.857827733,2.111276469,0.0,0.0,0.0,0.0,,02-01-2021 07:00
32,4925.317867,3508.807347,0.860250565,2.117239517,0.0,0.0,0.0,0.0,,02-01-2021 08:00
33,4920.767694,3498.497497,0.858123671,2.112004828,0.0,0.0,0.0,0.0,,02-01-2021 09:00
34,4922.55636,3507.129624,0.860405016,2.117619652,0.0,0.0,0.0,0.0,,02-01-2021 10:00
35,4913.902543,3480.200359,0.856054279,2.106911664,0.0,0.0,0.0,0.0,,02-01-2021 11:00
36,4921.814417,3500.294984,0.8589174,2.113958346,0.0,0.0,0.0,0.0,,02-01-2021 12:00
37,4918.080941,3492.012634,0.858596587,2.113168766,0.0,0.0,0.0,0.0,,02-01-2021 13:00
38,4917.011168,3481.657483,0.856575079,2.108193451,0.0,0.0,0.0,0.0,,02-01-2021 14:00
39,4904.200963,3458.50639,0.855247682,2.104926476,0.0,0.0,0.0,0.0,,02-01-2021 15:00
40,4902.374591,3455.020303,0.854621304,2.10338484,0.0,0.0,0.0,0.0,,02-01-2021 16:00
41,4905.995449,3462.833204,0.855175851,2.104749686,0.0,0.0,0.0,0.0,,02-01-2021 17:00
42,4914.343468,3472.691457,0.856390882,2.107740108,0.0,0.0,0.0,0.0,,02-01-2021 18:00
43,4903.547433,3447.211868,0.85379304,2.101346325,0.0,0.0,0.0,0.0,,02-01-2021 19:00
44,4899.484421,3443.750199,0.853437679,2.100471715,0.0,0.0,0.0,0.0,,02-01-2021 20:00
45,4904.960592,3457.8943,0.856907188,2.109010834,0.0,0.0,0.0,0.0,,02-01-2021 21:00
46,4879.694249,3416.119057,0.851987718,2.096903088,0.0,0.0,0.0,0.0,,02-01-2021 22:00
47,4879.792438,3394.275506,0.848402113,2.088078234,0.0,0.0,0.0,0.0,,02-01-2021 23:00
48,4875.627708,3394.717695,0.850147513,2.092373994,0.0,0.0,0.0,0.0,,03-01-2021 00:00
49,4863.119953,3372.017514,0.846029492,2.082238766,0.0,0.0,0.0,0.0,,03-01-2021 01:00
50,4861.8875,3369.680293,0.847529661,2.085930964,0.0,0.0,0.0,0.0,,03-01-2021 02:00
51,4856.766299,3353.502586,0.845222126,2.080251683,0.0,0.0,0.0,0.0,,03-01-2021 03:00
52,4861.258369,3370.384918,0.848633353,2.08864736,0.0,0.0,0.0,0.0,,03-01-2021 04:00
53,4855.6367,3350.575107,0.84601968,2.082214615,0.0,0.0,0.0,0.0,,03-01-2021 05:00
